"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalSF","Total_Bathrooms","Total_porch_SF","hasPool","hasFirePlaces","has2ndFloor","GrupoPrecio"
"2771",2771,"1_story_1946_","RL",70,7000,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Artery","Norm","1Fam","1Story",5,6,"1960_1970","1960_1970","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",468,"Unf",0,396,864,"GasA","Gd","Y","SBrkr",864,0,0,864,0,1,1,0,3,1,"TA",5,"Typ",0,"NA","Attchd",1962,"Unf",1,336,"TA","TA","Y",0,0,0,0,0,0,"NA","GdWo","NA",0,"2","2006","WD","Normal",172627.796932837,1728,1.5,0,"FALSE","FALSE",TRUE,"Barato"
"2772",2772,"2_family_conversion","RL",70,7000,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Artery","Norm","2fmCon","SFoyer",5,5,"1960_1970","1960_1970","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Av","Unf",953,"Unf",0,72,1025,"GasA","TA","Y","SBrkr",1025,0,0,1025,1,0,1,0,3,1,"TA",6,"Typ",0,"NA","NA",1964,"NA",0,0,"NA","NA","Y",96,80,0,0,0,0,"NA","NA","NA",0,"3","2006","WD","Normal",173732.689486435,2050,2,176,"FALSE","FALSE",TRUE,"Barato"
"2773",2773,"2_story_1945_","RM",62,9856,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,8,"_1910","1990_","Hip","CompShg","CemntBd","CmentBd","None",0,"Gd","Gd","PConc","Fa","TA","No","Unf",0,"Unf",0,716,716,"GasA","Ex","Y","FuseA",1007,1007,0,2014,0,0,2,0,5,1,"TA",8,"Typ",0,"NA","Detchd",1900,"Unf",2,624,"TA","TA","Y",0,72,167,0,0,0,"NA","NA","NA",0,"6","2006","WD","Normal",209219.844787023,2730,2,239,"FALSE","FALSE",TRUE,"Barato"
"2774",2774,"1_5 story_fin","RM",60,9600,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,6,"1940_1950","1940_1950","Gable","CompShg","MetalSd","MetalSd","Stone",264,"TA","TA","CBlock","TA","TA","No","Unf",276,"Unf",0,936,1212,"GasA","Gd","Y","FuseA",1226,442,0,1668,1,0,1,0,3,1,"TA",6,"Typ",0,"NA","Detchd",1948,"Unf",1,240,"TA","TA","Y",0,0,140,0,0,0,"NA","NA","NA",0,"5","2006","WD","Normal",181059.374300472,2880,2,140,"FALSE","FALSE",TRUE,"Barato"
"2775",2775,"1_5 story_fin","RM",60,5520,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",4,6,"1910_1920","1970_1980","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","Fa","No","Unf",284,"Unf",0,863,1147,"GasA","TA","N","SBrkr",1147,510,0,1657,0,0,1,0,4,1,"Fa",9,"Typ",1,"TA","Detchd",1920,"Unf",1,162,"Fa","Fa","N",0,0,0,0,0,0,"NA","NA","NA",0,"7","2006","WD","Normal",188515.443002459,2804,1,0,"FALSE","FALSE",TRUE,"Barato"
"2776",2776,"1_5 story_fin","RM",60,9600,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",6,8,"_1910","1990_","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",381,"Unf",0,399,780,"GasA","Ex","Y","SBrkr",940,476,0,1416,0,1,1,0,3,1,"Gd",7,"Typ",0,"NA","Detchd",1956,"Unf",2,400,"TA","TA","Y",0,24,0,0,0,0,"NA","NA","NA",0,"6","2006","WD","Normal",182164.26685407,2196,1.5,24,"FALSE","FALSE",TRUE,"Barato"
"2777",2777,"2_story_1945_","RM",58,6451,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,7,"_1910","1960_1970","Gable","CompShg","AsbShng","Wd Sdng","None",0,"TA","TA","Stone","TA","TA","No","Unf",208,"Unf",0,504,712,"GasA","Gd","Y","SBrkr",848,580,0,1428,1,0,1,0,4,1,"TA",7,"Typ",0,"NA","Detchd",1985,"Fin",2,576,"TA","TA","Y",264,0,84,0,0,0,"NA","NA","NA",0,"5","2006","WD","Normal",188137.901597981,2140,2,348,"FALSE","FALSE",TRUE,"Barato"
"2778",2778,"2_story_1945_","RM",66,3960,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,8,"1920_1930","1940_1950","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,502,502,"GasA","TA","N","SBrkr",502,502,0,1004,0,0,1,0,2,1,"Gd",5,"Typ",1,"Po","Detchd",1930,"Unf",1,200,"Fa","TA","N",280,0,68,0,0,0,"NA","MnPrv","NA",0,"7","2006","WD","Normal",158893.54306269,1506,1,348,"FALSE","FALSE",TRUE,"Barato"
"2779",2779,"2_family_conversion","RM",56,7745,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","1.5Fin",4,6,"_1910","1940_1950","Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","TA","TA","No","Unf",0,"Unf",0,938,938,"GasA","Gd","N","SBrkr",1084,867,0,1951,0,0,2,0,4,2,"Fa",9,"Typ",0,"NA","Detchd",1993,"Unf",2,576,"TA","TA","P",0,6,28,0,0,0,"NA","NA","NA",0,"4","2006","WD","Normal",189579.65066771,2889,2,34,"FALSE","FALSE",TRUE,"Barato"
"2780",2780,"1_story_1945_","RM",56,7741,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",6,5,"1920_1930","1940_1950","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","No","Rec",143,"Rec",72,817,1032,"GasA","Gd","N","FuseA",1032,0,0,1032,0,0,1,0,2,1,"TA",5,"Typ",0,"NA","Detchd",1995,"Unf",1,280,"TA","TA","Y",0,0,112,0,0,0,"NA","MnPrv","NA",0,"6","2006","COD","Abnorml",165229.803505847,2064,1,112,"FALSE","FALSE",TRUE,"Barato"
"2781",2781,"1_story_1945_","RM",50,5633,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,7,"1920_1930","1940_1950","Gable","CompShg","MetalSd","Stucco","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,844,844,"GasA","TA","Y","SBrkr",844,0,0,844,0,0,1,0,2,1,"TA",5,"Typ",0,"NA","Detchd",1925,"Unf",1,216,"TA","TA","N",50,81,123,0,0,0,"NA","NA","NA",0,"7","2006","WD","Normal",162186.071220207,1688,1,254,"FALSE","FALSE",TRUE,"Barato"
"2782",2782,"1_story_1946_","RM",60,7200,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",4,5,"1940_1950","1940_1950","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,576,576,"GasA","Ex","Y","SBrkr",864,0,0,864,0,0,1,0,2,1,"TA",5,"Typ",0,"NA","Detchd",1952,"RFn",1,528,"TA","TA","Y",0,0,0,0,115,0,"NA","NA","NA",0,"8","2006","COD","Normal",166374.879866351,1440,1,115,"FALSE","FALSE",TRUE,"Barato"
"2783",2783,"2_story_1945_","RM",42,7614,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Mod","OldTown","Norm","Norm","1Fam","2Story",3,5,"_1910","1940_1950","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","Mn","Unf",0,"Unf",0,738,738,"GasA","Gd","Y","FuseA",714,662,0,1376,0,0,1,0,2,1,"TA",7,"Typ",0,"NA","Detchd",1930,"Unf",1,216,"TA","TA","N",0,0,104,0,225,0,"NA","NA","NA",0,"3","2006","WD","Normal",161665.184974757,2114,1,329,"FALSE","FALSE",TRUE,"Barato"
"2784",2784,"2_family_conversion","RM",50,6000,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","1Story",5,7,"1950_1960","1950_1960","Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Av","Unf",576,"Unf",0,384,960,"GasA","TA","Y","FuseA",960,0,0,960,1,0,1,0,3,1,"TA",5,"Typ",0,"NA","Detchd",1976,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"6","2006","WD","Normal",175079.328798445,1920,2,0,"FALSE","FALSE",TRUE,"Barato"
"2785",2785,"1_5 story_fin","RM",50,6000,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,7,"1920_1930","1940_1950","Gable","CompShg","MetalSd","MetalSd","BrkFace",145,"TA","Gd","PConc","TA","TA","No","Unf",0,"Unf",0,816,816,"GasA","Ex","Y","SBrkr",816,750,0,1566,0,0,1,1,5,1,"Gd",7,"Typ",0,"NA","Detchd",1976,"Unf",2,450,"TA","TA","Y",24,0,296,0,0,0,"NA","MnPrv","NA",0,"8","2006","WD","Normal",203840.874021305,2382,1.5,320,"FALSE","FALSE",TRUE,"Barato"
"2786",2786,"1_story_1945_","RM",52,7830,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",3,5,"1920_1930","1940_1950","Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",416,"Unf",0,76,492,"GasA","TA","Y","SBrkr",492,0,0,492,1,0,1,0,1,1,"TA",3,"Typ",0,"NA","Detchd",1921,"Unf",1,200,"Fa","TA","N",0,0,78,0,0,0,"NA","NA","NA",0,"6","2006","WD","Normal",152129.078861057,984,2,78,"FALSE","FALSE",TRUE,"Barato"
"2787",2787,"1_5 story_fin","RM",56,9576,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",6,7,"1940_1950","1940_1950","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Fa","TA","No","Unf",310,"Unf",0,460,770,"GasA","TA","Y","SBrkr",885,297,0,1182,0,0,1,1,3,1,"TA",5,"Typ",0,"NA","Detchd",1945,"Unf",1,378,"Fa","TA","Y",0,0,0,0,0,0,"NA","GdWo","NA",0,"5","2006","WD","Normal",181012.141380101,1952,1.5,0,"FALSE","FALSE",TRUE,"Barato"
"2788",2788,"1_story_1945_","RM",48,5747,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",3,4,"1910_1920","1940_1950","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,798,798,"GasA","Gd","Y","SBrkr",840,0,0,840,0,0,1,0,2,1,"Fa",5,"Typ",0,"NA","Detchd",1938,"Unf",1,250,"TA","Fa","N",112,0,0,0,0,0,"NA","NA","NA",0,"6","2006","WD","Normal",161305.53503837,1638,1,112,"FALSE","FALSE",TRUE,"Barato"
"2789",2789,"2_5_story_all_ages","RM",70,6300,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf",7,6,"_1910","1990_","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,1226,1226,"GasA","Ex","Y","SBrkr",1226,878,0,2104,0,0,2,0,5,1,"TA",9,"Typ",0,"NA","Detchd",1910,"Unf",2,432,"Fa","TA","P",0,341,88,0,0,0,"NA","NA","NA",0,"7","2006","WD","Normal",203326.392972343,3330,2,429,"FALSE","FALSE",TRUE,"Barato"
"2790",2790,"duplex_all_style_age","RM",33,5976,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","Duplex","2Story",5,7,"1910_1920","1940_1950","Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,624,624,"GasA","Gd","N","FuseA",624,624,0,1248,0,0,2,0,2,2,"TA",8,"Typ",0,"NA","NA",1950,"NA",0,0,"NA","NA","N",0,130,256,0,0,0,"NA","NA","NA",0,"12","2006","WD","Normal",168385.571141831,1872,2,386,"FALSE","FALSE",TRUE,"Barato"
"2791",2791,"1_story_1946_","RM",65,9750,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,5,"1950_1960","1950_1960","Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,960,960,"GasA","Ex","Y","SBrkr",960,0,0,960,0,0,1,0,3,1,"TA",5,"Typ",0,"NA","Detchd",2002,"Unf",2,624,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","Gar2",4500,"7","2006","WD","Normal",183564.365159986,1920,1,0,"FALSE","FALSE",TRUE,"Barato"
"2792",2792,"1_5 story_fin","C (all)",63,4761,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Unf",3,3,"1910_1920","1940_1950","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Fa","Fa","BrkTil","TA","Fa","No","Unf",0,"Unf",0,1020,1020,"GasA","Fa","N","FuseP",1020,0,0,1020,0,0,1,0,2,1,"Fa",5,"Typ",0,"NA","NA",1948,"NA",0,0,"NA","NA","N",0,0,105,0,0,0,"NA","NA","NA",0,"10","2006","ConLD","Normal",163784.619440861,2040,1,105,"FALSE","FALSE",TRUE,"Barato"
"2793",2793,"2_story_1945_","RL",69,11737,"Pave","NA","IR1","Bnk","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","2Story",6,7,"1920_1930","1990_","Gambrel","CompShg","BrkComm","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,848,848,"GasW","TA","N","SBrkr",1017,810,0,1827,0,0,1,0,2,1,"TA",9,"Typ",1,"Gd","Detchd",1943,"Unf",1,240,"Fa","TA","Y",27,36,42,0,0,0,"NA","GdPrv","NA",0,"5","2006","WD","Normal",171989.192193993,2675,1,105,"FALSE","FALSE",TRUE,"Barato"
"2794",2794,"1_5 story_fin","RM",51,6120,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",3,5,"1920_1930","1940_1950","Gable","CompShg","AsbShng","AsbShng","None",0,"Gd","TA","CBlock","TA","TA","No","Unf",347,"Unf",0,381,728,"GasA","Ex","Y","SBrkr",728,434,0,1162,1,0,1,0,3,1,"TA",6,"Typ",0,"NA","Detchd",1930,"Unf",1,258,"Fa","Po","Y",0,24,0,0,0,0,"NA","NA","NA",0,"11","2006","ConLI","Abnorml",180839.95616829,1890,2,24,"FALSE","FALSE",TRUE,"Barato"
"2795",2795,"1_5 story_fin","RM",51,6120,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,7,"1920_1930","1980_1990","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",0,741,741,"GasA","Gd","Y","SBrkr",741,583,0,1324,0,0,1,0,3,1,"Gd",7,"Typ",0,"NA","Detchd",1930,"Unf",1,180,"Fa","TA","Y",0,0,55,0,0,0,"NA","NA","NA",0,"2","2006","WD","Normal",170895.923185907,2065,1,55,"FALSE","FALSE",TRUE,"Barato"
"2796",2796,"1_story_1945_","RL",50,11672,"Pave","Pave","IR2","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",5,5,"1920_1930","1940_1950","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,816,816,"GasA","TA","Y","FuseA",816,0,0,816,0,0,1,0,2,1,"TA",4,"Typ",0,"NA","Detchd",1925,"Unf",1,210,"Fa","Fa","N",168,0,112,0,0,0,"NA","NA","NA",0,"7","2006","WD","Normal",174071.054808518,1632,1,280,"FALSE","FALSE",TRUE,"Barato"
"2797",2797,"1_5 story_fin","RM",90,33120,"Pave","NA","IR3","Lvl","AllPub","Inside","Gtl","OldTown","RRAn","Feedr","1Fam","1.5Fin",6,5,"1960_1970","1960_1970","Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1595,1595,"GasA","TA","Y","SBrkr",1611,875,0,2486,0,0,2,0,5,1,"TA",8,"Typ",1,"Gd","Detchd",1962,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"10","2006","WD","Normal",259423.859147546,4081,2,0,"FALSE","FALSE",TRUE,"Barato"
"2798",2798,"1_5 story_fin","RM",60,10320,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",4,5,"1920_1930","1940_1950","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,596,596,"GasA","Po","Y","FuseF",834,596,0,1430,0,0,2,0,3,1,"Fa",7,"Typ",0,"NA","Detchd",1924,"Unf",2,370,"Fa","Fa","Y",218,0,0,0,210,0,"NA","NA","NA",0,"10","2006","WD","Abnorml",188000.824679588,2026,2,428,"FALSE","FALSE",TRUE,"Barato"
"2799",2799,"2_story_1945_","RM",60,7518,"Pave","NA","Reg","Lvl","AllPub","FR3","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",5,8,"_1910","1990_","Gable","CompShg","AsbShng","Plywood","None",0,"Fa","Gd","BrkTil","Fa","Fa","No","Unf",0,"Unf",0,396,396,"GasA","Gd","Y","SBrkr",665,665,0,1330,0,0,1,0,3,1,"TA",7,"Typ",0,"NA","Detchd",2001,"Unf",1,390,"TA","TA","N",0,72,45,0,0,0,"NA","MnPrv","NA",0,"7","2006","WD","Normal",179171.703565498,1726,1,117,"FALSE","FALSE",TRUE,"Barato"
"2800",2800,"1_story_1945_","RM",50,9000,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",5,4,"1910_1920","1940_1950","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,610,610,"GasA","Ex","N","FuseA",819,0,0,819,0,0,1,0,2,1,"Gd",4,"Typ",0,"NA","NA",1948,"NA",0,0,"NA","NA","N",0,0,0,0,0,0,"NA","NA","NA",0,"9","2006","WD","Abnorml",171022.241447762,1429,1,0,"FALSE","FALSE",TRUE,"Barato"
"2801",2801,"1_story_1945_","RM",60,7200,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",6,6,"1920_1930","1940_1950","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",343,"Unf",0,641,984,"GasA","TA","Y","FuseF",984,0,0,984,0,0,1,0,3,1,"TA",6,"Typ",0,"NA","Detchd",1930,"Unf",1,308,"TA","TA","N",0,0,164,0,0,0,"NA","NA","NA",0,"3","2006","ConLI","Family",174126.297156192,1968,1,164,"FALSE","FALSE",TRUE,"Barato"
"2802",2802,"1_5 story_fin","RL",82,12375,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1.5Fin",5,5,"1950_1960","1950_1960","Gable","CompShg","HdBoard","HdBoard","Stone",41,"TA","Fa","CBlock","TA","TA","No","Unf",329,"Unf",0,477,806,"GasA","TA","Y","SBrkr",1081,341,0,1422,1,0,1,0,3,1,"TA",7,"Typ",1,"TA","Detchd",1951,"Unf",1,288,"TA","TA","Y",0,0,0,0,0,0,"NA","GdWo","NA",0,"6","2006","WD","Normal",187625.573271948,2228,2,0,"FALSE","FALSE",TRUE,"Barato"
"2803",2803,"duplex_all_style_age","RL",120,11136,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","Sawyer","Feedr","Feedr","Duplex","1Story",6,5,"1960_1970","1960_1970","Gable","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1921,1921,"GasA","TA","Y","SBrkr",1921,0,0,1921,0,0,2,0,4,2,"TA",8,"Typ",0,"NA","Detchd",1964,"Unf",2,576,"TA","TA","Y",0,180,0,0,0,0,"NA","NA","NA",0,"7","2006","WD","Normal",199567.946369234,3842,2,180,"FALSE","FALSE",TRUE,"Barato"
"2804",2804,"1_story_1946_","RL",100,21370,"Pave","NA","Reg","Lvl","AllPub","FR2","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,"1940_1950","1940_1950","Gable","CompShg","Wd Sdng","MetalSd","None",0,"TA","TA","Slab","NA","NA","NA","NA",0,"NA",0,0,0,"GasA","TA","Y","FuseA",1640,0,0,1640,0,0,1,0,3,1,"TA",7,"Min1",1,"Gd","Attchd",1950,"RFn",2,394,"TA","TA","Y",0,0,225,0,0,0,"NA","NA","Shed",600,"6","2006","WD","Normal",205328.078219268,1640,1,225,"FALSE","FALSE",TRUE,"Barato"
"2805",2805,"1_story_1945_","RL",55,8250,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,7,"1930_1940","1940_1950","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","Slab","NA","NA","NA","NA",0,"NA",0,0,0,"GasA","TA","N","SBrkr",1032,0,0,1032,0,0,1,0,2,1,"TA",6,"Typ",1,"TA","Detchd",1939,"Unf",1,260,"TA","TA","Y",0,0,121,0,0,0,"NA","NA","NA",0,"6","2006","WD","Normal",166231.535025379,1032,1,121,"FALSE","FALSE",TRUE,"Barato"
"2806",2806,"1_story_1945_","RL",50,5220,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1Story",5,3,"1930_1940","1940_1950","Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,830,830,"GasA","Gd","Y","SBrkr",879,0,0,879,0,0,1,0,2,1,"TA",4,"Typ",0,"NA","Detchd",1936,"Unf",1,180,"TA","TA","P",0,108,0,0,0,0,"NA","NA","NA",0,"1","2006","WD","Normal",154743.91606057,1709,1,108,"FALSE","FALSE",TRUE,"Barato"
"2807",2807,"1_story_1946_","RL",50,5500,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1Story",7,5,"1990_","1990_","Shed","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","Gd","Mn","LwQ",510,"LwQ",373,190,1073,"GasA","Ex","Y","SBrkr",1073,0,0,1073,1,0,2,0,2,1,"TA",4,"Typ",0,"NA","Detchd",2004,"Unf",1,246,"TA","TA","Y",0,120,0,0,0,0,"NA","NA","NA",0,"5","2006","WD","Normal",159714.537012622,2146,3,120,"FALSE","FALSE",TRUE,"Barato"
"2808",2808,"1_story_1946_","RL",NA,11327,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,"1960_1970","1960_1970","Hip","CompShg","HdBoard","HdBoard","BrkFace",305,"TA","TA","CBlock","TA","TA","Av","Unf",779,"Unf",0,285,1064,"GasA","TA","Y","SBrkr",1064,0,0,1064,0,1,1,0,3,1,"TA",6,"Typ",1,"TA","Attchd",1967,"Unf",2,528,"TA","TA","Y",314,48,0,0,0,0,"NA","NA","NA",0,"6","2006","WD","Normal",185563.069082422,2128,1.5,362,"FALSE","FALSE",TRUE,"Barato"
"2809",2809,"split_multi_level","RL",80,10366,"Pave","NA","IR1","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","1Fam","SLvl",6,7,"1960_1970","1960_1970","Gable","CompShg","HdBoard","Plywood","None",0,"TA","Gd","CBlock","TA","TA","Av","Unf",456,"Unf",0,456,912,"GasA","TA","Y","SBrkr",934,0,0,934,0,1,1,0,2,1,"TA",4,"Typ",0,"NA","Attchd",1964,"Unf",1,336,"TA","TA","Y",77,0,0,0,0,0,"NA","GdPrv","Shed",500,"7","2006","WD","Normal",171500.796725006,1846,1.5,77,"FALSE","FALSE",TRUE,"Barato"
"2810",2810,"1_story_1946_","RL",75,9000,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,"1960_1970","1960_1970","Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","Unf",773,"Unf",0,286,1059,"GasA","Gd","Y","SBrkr",1059,0,0,1059,1,0,1,0,3,1,"TA",6,"Typ",0,"NA","Attchd",1966,"Fin",1,286,"TA","TA","Y",0,88,0,0,0,0,"NA","GdWo","NA",0,"6","2006","WD","Abnorml",180983.443844799,2118,2,88,"FALSE","FALSE",TRUE,"Barato"
"2811",2811,"1_story_1946_","RL",NA,9535,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,"1960_1970","1960_1970","Gable","CompShg","HdBoard","HdBoard","BrkFace",450,"TA","TA","CBlock","TA","TA","No","LwQ",194,"LwQ",982,0,1176,"GasA","TA","Y","SBrkr",1458,0,0,1458,1,0,1,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1967,"Unf",2,512,"TA","TA","Y",284,0,0,0,0,0,"NA","MnPrv","NA",0,"7","2006","WD","Normal",183141.236914997,2634,2.5,284,"FALSE","FALSE",TRUE,"Barato"
"2812",2812,"split_multi_level","RL",NA,7176,"Pave","NA","IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","SLvl",6,6,"1970_1980","1970_1980","Gable","CompShg","HdBoard","HdBoard","BrkFace",200,"TA","TA","CBlock","TA","Gd","Gd","Unf",794,"Unf",0,166,960,"GasA","Fa","Y","SBrkr",1040,0,0,1040,1,0,1,0,3,1,"TA",6,"Typ",1,"Fa","Detchd",1979,"Unf",2,616,"TA","TA","Y",131,0,0,0,180,0,"NA","GdPrv","NA",0,"7","2006","WD","Normal",178498.634450214,2000,2,311,"FALSE","FALSE",TRUE,"Barato"
